chr	gene	gene_id	start	end	direction	gene_name
8	gene	ENSG00000034239.6	49623348	49647870	-	EFCAB1
8	gene	ENSG00000233109.3	49826419	49826939	+	RP11-22C8.1
8	gene	ENSG00000019549.4	49830249	49834299	-	SNAI2
8	gene	ENSG00000168333.9	49966870	49988649	+	C8orf22
8	gene	ENSG00000253474.1	50081098	50141484	+	RP11-10H3.1
8	gene	ENSG00000199640.1	50242769	50243106	+	RN7SKP294
8	gene	ENSG00000254268.1	50265189	50265403	-	RFPL4AP7
8	gene	ENSG00000253380.1	50409322	50424739	-	RP11-738G5.1
8	gene	ENSG00000253206.1	50448945	50466973	-	RP11-738G5.2
8	gene	ENSG00000253810.1	50652776	50653881	-	PSAT1P1
8	gene	ENSG00000253484.1	50730146	50733504	-	RP11-109P6.2
8	gene	ENSG00000271148.1	50819423	50820006	-	RP11-401N18.1
8	gene	ENSG00000147481.9	50822349	51706678	+	SNTG1
8	gene	ENSG00000253849.1	51293575	51294835	+	RP11-759A9.1
8	gene	ENSG00000254392.1	51403355	51404025	+	RP11-759A9.2
8	gene	ENSG00000254358.1	51675020	51675358	-	RP11-713C9.1
8	gene	ENSG00000253340.1	51772090	51772622	+	RP11-139G7.1
8	gene	ENSG00000201316.1	51927581	51927725	+	SNORA7
8	gene	ENSG00000253664.1	52170248	52233678	+	RP11-401H2.1
8	gene	ENSG00000147485.8	52232138	52722005	-	PXDNL
8	gene	ENSG00000254025.1	52348162	52349069	+	RP11-119N19.1
8	gene	ENSG00000254225.1	52634230	52634724	-	RP11-11C20.1
8	gene	ENSG00000272076.1	52722670	52723241	-	RP11-11C20.3
8	gene	ENSG00000168300.9	52730140	52811735	-	PCMTD1
8	gene	ENSG00000253475.1	52808517	52808934	-	RP11-110G21.2
8	gene	ENSG00000228801.5	52811885	52859733	+	RP11-110G21.1
8	gene	ENSG00000272024.1	52862844	52863250	+	RP11-546K22.3
8	gene	ENSG00000253844.1	52874018	52935534	+	RP11-546K22.1
8	gene	ENSG00000254136.1	52908770	52920915	-	RP11-546K22.2
8	gene	ENSG00000147488.7	53023399	53322505	-	ST18
8	gene	ENSG00000254314.1	53063380	53067452	+	RP11-26M5.3
8	gene	ENSG00000253551.1	53106922	53112140	+	RP11-26M5.2
8	gene	ENSG00000253924.1	53207015	53214502	+	RP11-1023P17.2
8	gene	ENSG00000240534.1	53225714	53226060	-	RPL34P17
8	gene	ENSG00000196711.4	53446597	53478067	-	FAM150A
8	gene	ENSG00000023287.8	53535016	53658403	-	RB1CC1
8	gene	ENSG00000271555.1	53635463	53635701	+	CTD-3214K23.1
8	gene	ENSG00000183729.3	53850991	53853677	+	NPBWR1
8	gene	ENSG00000248911.2	53887671	53888676	-	RP11-182E14.1
8	gene	ENSG00000265835.1	53907922	53907993	-	AC009800.1
8	gene	ENSG00000251871.1	53950189	53950309	-	AC016113.1
8	gene	ENSG00000250494.1	54074899	54075547	+	RP11-162D9.1
8	gene	ENSG00000254687.1	54090131	54155243	+	RP11-162D9.3
8	gene	ENSG00000082556.6	54138284	54164257	-	OPRK1
8	gene	ENSG00000260484.1	54301261	54303432	-	RP11-1081M5.2
8	gene	ENSG00000253369.1	54307771	54308506	-	RP11-1081M5.1
8	gene	ENSG00000237807.3	54428167	54436491	-	RP11-400K9.4
8	gene	ENSG00000240919.1	54445468	54446264	+	RP11-400K9.1
8	gene	ENSG00000206144.5	54449620	54452860	+	RP11-400K9.2
8	gene	ENSG00000253668.1	54625257	54625456	+	RP11-463C14.1
8	gene	ENSG00000047249.12	54628117	54756118	-	ATP6V1H
8	gene	ENSG00000147509.9	54764368	54871863	+	RGS20
8	gene	ENSG00000272457.1	54788710	54789209	-	RP11-1070A24.2
8	gene	ENSG00000244159.1	54799568	54799804	-	RP11-1070A24.1
8	gene	ENSG00000200528.1	54827279	54827384	+	RNU6-1331P
8	gene	ENSG00000187735.8	54879112	54935089	-	TCEA1
8	gene	ENSG00000253667.2	54883791	54886770	+	RP11-30L15.4
8	gene	ENSG00000260955.2	54955549	54958189	-	RP11-30L15.6
8	gene	ENSG00000120992.13	54958938	55014577	-	LYPLA1
8	gene	ENSG00000254274.1	54985674	54986126	+	TDGF1P5
8	gene	ENSG00000137547.4	55047770	55060461	+	MRPL15
8	gene	ENSG00000251835.1	55065367	55065442	-	RNU6ATAC32P
8	gene	ENSG00000270980.1	55104142	55104595	-	RP11-626A5.2
8	gene	ENSG00000253840.1	55160193	55160466	+	RP11-767C6.1
8	gene	ENSG00000199212.1	55243247	55243455	+	RNU105C
8	gene	ENSG00000244107.2	55333028	55333338	+	RN7SL250P
8	gene	ENSG00000164736.5	55370495	55373448	+	SOX17
8	gene	ENSG00000270275.1	55392157	55392523	-	RP11-53M11.4
8	gene	ENSG00000226098.3	55435339	55435875	-	RP11-53M11.2
8	gene	ENSG00000254142.2	55466921	55474487	+	RP11-53M11.3
8	gene	ENSG00000104237.6	55528627	55543394	+	RP1
8	gene	ENSG00000254608.1	55561553	55782463	+	RP11-56A10.1
8	gene	ENSG00000253114.2	55608958	55609687	+	RP11-550I15.1
8	gene	ENSG00000206579.7	56014949	56454613	+	XKR4
8	gene	ENSG00000253976.1	56047763	56054918	-	RP11-386G21.1
8	gene	ENSG00000253857.1	56074043	56077287	+	RP11-386G21.2
8	gene	ENSG00000248522.1	56362069	56367699	-	SBF1P1
8	gene	ENSG00000254357.1	56429799	56433536	-	RP11-628E19.2
8	gene	ENSG00000221589.1	56589792	56589883	-	AC100817.1
8	gene	ENSG00000167904.10	56608983	56685680	-	TMEM68
8	gene	ENSG00000222955.1	56657791	56657901	+	RNA5SP265
8	gene	ENSG00000137574.6	56685701	56738007	+	TGS1
8	gene	ENSG00000254087.3	56792372	56923940	+	LYN
8	gene	ENSG00000254325.2	56806154	56808298	+	RP11-318K15.2
8	gene	ENSG00000199405.1	56815282	56815414	-	SNORA1
8	gene	ENSG00000216204.1	56821520	56821611	+	AC018607.1
8	gene	ENSG00000240905.2	56892801	56893096	-	RN7SL798P
8	gene	ENSG00000271722.1	56926046	56926727	+	RP11-446E9.2
8	gene	ENSG00000241997.2	56934580	56934872	-	RN7SL323P
8	gene	ENSG00000236814.1	56962597	56963766	-	RP11-446E9.1
8	gene	ENSG00000008988.5	56979854	56987069	-	RPS20
8	gene	ENSG00000238650.1	56986394	56986460	-	SNORD54
8	gene	ENSG00000253603.1	56987151	56987833	+	CTA-397H3.3
8	gene	ENSG00000248578.1	57013758	57014826	-	NPM1P21
8	gene	ENSG00000172680.1	57025501	57026541	-	MOS
8	gene	ENSG00000221093.1	57033801	57033911	-	SNORA3
8	gene	ENSG00000181690.3	57073463	57123883	-	PLAG1
8	gene	ENSG00000170791.13	57124245	57131357	+	CHCHD7
8	gene	ENSG00000272343.1	57135247	57135732	+	RP11-140I16.3
8	gene	ENSG00000254216.1	57165519	57165931	-	RP11-140I16.2
8	gene	ENSG00000170786.8	57212569	57233335	-	SDR16C5
8	gene	ENSG00000253542.3	57285623	57307924	-	SDR16C6P
8	gene	ENSG00000181195.6	57349233	57359293	-	PENK
8	gene	ENSG00000254254.1	57358590	57464626	+	RP11-17A4.2
8	gene	ENSG00000253541.1	57389385	57390546	-	SEPT10P1
8	gene	ENSG00000246430.2	57430880	57472382	-	LINC00968
8	gene	ENSG00000253139.1	57449317	57453056	-	RP11-17A4.3
8	gene	ENSG00000241431.1	57500944	57501346	+	RP11-17A4.1
8	gene	ENSG00000254055.1	57552460	57569024	-	RP11-17A4.4
8	gene	ENSG00000270328.1	57688842	57689433	+	RP11-33E15.1
8	gene	ENSG00000206975.1	57829643	57829749	+	RNU6-13P
8	gene	ENSG00000197334.1	57868647	57868875	+	AC032027.1
8	gene	ENSG00000104331.4	57870492	57906403	-	IMPAD1
8	gene	ENSG00000222205.1	58039214	58039321	-	RNA5SP266
8	gene	ENSG00000253301.1	58055248	58152857	+	RP11-513O17.2
8	gene	ENSG00000220984.1	58096193	58096279	+	AC025674.1
8	gene	ENSG00000251142.1	58152616	58153100	+	RP11-513O17.1
8	gene	ENSG00000253614.1	58173785	58179172	+	RP11-513O17.3
8	gene	ENSG00000215117.5	58192102	58197290	+	LINC00588
8	gene	ENSG00000202265.1	58202111	58202208	+	RNU6-596P
8	gene	ENSG00000253871.1	58256346	58277416	+	RP11-756K15.2
8	gene	ENSG00000243050.1	58305105	58305441	+	RPL30P10
8	gene	ENSG00000253821.1	58405443	58504118	+	RP11-246K15.1
8	gene	ENSG00000252057.1	58469144	58469195	+	RNU7-174P
8	gene	ENSG00000253322.1	58506725	58717588	-	RP11-388G22.1
8	gene	ENSG00000254139.1	58658708	58662758	+	CTD-2339F6.1
8	gene	ENSG00000253376.1	58802135	58803368	-	RP11-44D19.1
8	gene	ENSG00000205293.3	58890917	58896685	+	RP11-1112C15.1
8	gene	ENSG00000169122.7	58907068	59116838	+	FAM110B
8	gene	ENSG00000253523.1	58943893	58945241	-	RP11-1112C15.2
8	gene	ENSG00000253116.1	59004001	59018853	-	RP11-648L3.2
8	gene	ENSG00000242595.1	59025748	59026181	-	RP11-648L3.1
8	gene	ENSG00000253281.2	59168330	59184678	-	RP11-716D16.1
8	gene	ENSG00000215114.3	59323823	59364060	+	UBXN2B
8	gene	ENSG00000250031.1	59337147	59339244	-	RP11-114M5.1
8	gene	ENSG00000167910.3	59402737	59412795	-	CYP7A1
8	gene	ENSG00000254103.1	59416147	59416627	+	RP11-114M5.3
8	gene	ENSG00000137575.7	59465483	59495419	+	SDCBP
8	gene	ENSG00000035681.3	59496063	59572403	-	NSMAF
8	gene	ENSG00000242970.2	59500979	59501323	-	AC068522.4
8	gene	ENSG00000238433.1	59574800	59574903	-	snoU13
8	gene	ENSG00000198846.5	59717977	60031598	-	TOX
8	gene	ENSG00000201231.1	59726971	59727111	-	RNU4-50P
8	gene	ENSG00000254048.1	59904279	59905497	-	RP11-328K2.1
8	gene	ENSG00000167912.5	60031768	60033905	+	RP11-25K19.1
8	gene	ENSG00000206853.1	60049931	60050061	-	SNORA51
8	gene	ENSG00000201763.1	60368444	60368569	+	RNA5SP267
8	gene	ENSG00000254150.1	60470087	60470414	-	RP11-379I19.2
8	gene	ENSG00000253260.1	60473886	60506260	-	RP11-379I19.1
8	gene	ENSG00000253879.1	60513937	60526334	+	RP11-379I19.3
8	gene	ENSG00000253413.1	60672606	60672822	+	RP11-960H2.2
8	gene	ENSG00000253723.1	60733683	60733992	+	RP11-960H2.1
8	gene	ENSG00000254775.1	60962146	60987274	+	RP11-27P7.1
8	gene	ENSG00000254954.1	61054380	61054701	+	SLC2A13P1
8	gene	ENSG00000178538.5	61099906	61193971	-	CA8
8	gene	ENSG00000251396.2	61297147	61429354	-	RP11-163N6.2
8	gene	ENSG00000226301.3	61299821	61300554	+	PDCL3P1
8	gene	ENSG00000255840.1	61334378	61334454	-	AC022555.1
8	gene	ENSG00000252753.1	61397741	61397799	-	RNU6-1202P
8	gene	ENSG00000104388.10	61429416	61536186	+	RAB2A
8	gene	ENSG00000255321.1	61464516	61465595	-	RP11-91I20.4
8	gene	ENSG00000228862.3	61544068	61548830	-	RP11-91I20.3
8	gene	ENSG00000254869.1	61565061	61566120	-	RP11-91I20.2
8	gene	ENSG00000255289.1	61573379	61577089	+	RP11-91I20.1
8	gene	ENSG00000171316.7	61591337	61779465	+	CHD7
8	gene	ENSG00000254432.1	61721294	61722165	-	RP11-33I11.2
8	gene	ENSG00000271377.1	61818618	61819011	+	RP11-33I11.3
8	gene	ENSG00000254777.1	61822612	61879116	+	AC022182.1
8	gene	ENSG00000255397.1	61850264	61852430	-	AC022182.2
8	gene	ENSG00000254802.1	61878361	61880334	-	AC022182.3
8	gene	ENSG00000177182.6	61969717	62413115	+	CLVS1
8	gene	ENSG00000213881.3	62114909	62115779	+	NPM1P6
8	gene	ENSG00000254222.1	62177183	62204598	-	RP11-787D18.2
8	gene	ENSG00000253711.1	62212842	62213628	-	RP11-787D18.1
8	gene	ENSG00000198363.11	62414205	62627155	-	ASPH
8	gene	ENSG00000254285.2	62490779	62492230	+	KRT8P3
8	gene	ENSG00000222898.1	62544239	62544571	-	RN7SKP97
8	gene	ENSG00000264408.1	62627347	62627418	+	MIR4470
8	gene	ENSG00000251127.2	62671653	62678528	-	RP11-280G9.1
8	gene	ENSG00000254119.1	62697606	62856739	+	RP11-705O24.1
8	gene	ENSG00000253834.1	62734040	62737811	-	RP11-705O24.3
8	gene	ENSG00000254120.1	62802398	62806765	+	RP11-705O24.2
8	gene	ENSG00000253544.1	62822543	62823361	-	RP11-705O24.4
8	gene	ENSG00000253789.1	63023083	63032457	+	CTD-2571E19.1
8	gene	ENSG00000237810.3	63055870	63057328	-	CTD-2571E19.3
8	gene	ENSG00000185942.7	63161150	63912211	+	NKAIN3
8	gene	ENSG00000254050.1	63385776	63386828	-	RP11-577N1.1
8	gene	ENSG00000253975.1	63394757	63396370	-	RP11-577N1.2
8	gene	ENSG00000253517.1	63767627	63769693	-	XRCC6P4
8	gene	ENSG00000253431.1	63775641	63776740	-	RP11-442A17.2
8	gene	ENSG00000240915.2	63925627	63927240	+	RP11-659E9.2
8	gene	ENSG00000137563.7	63927638	63951730	-	GGH
8	gene	ENSG00000253121.1	63936931	63937853	+	RP11-659E9.4
8	gene	ENSG00000137561.4	63961112	63998612	-	TTPA
8	gene	ENSG00000253555.1	64048782	64050643	-	RP11-16E18.1
8	gene	ENSG00000270673.1	64080284	64081001	-	YTHDF3-AS1
8	gene	ENSG00000185728.12	64081112	64125346	+	YTHDF3
8	gene	ENSG00000261542.1	64128539	64130592	+	RP11-16E18.3
8	gene	ENSG00000241964.2	64147195	64147469	-	RN7SL135P
8	gene	ENSG00000253205.1	64297397	64382763	-	CTD-3046C4.1
8	gene	ENSG00000215096.3	64321622	64322015	+	IFITM8P
8	gene	ENSG00000253894.1	64378407	64388040	+	RP11-45K10.2
8	gene	ENSG00000253583.1	64498558	64501966	+	RP11-573J24.1
8	gene	ENSG00000252358.1	64521912	64522158	-	RN7SKP135
8	gene	ENSG00000253554.1	64599737	65281115	-	RP11-32K4.1
8	gene	ENSG00000253762.1	64617314	64664235	+	RP11-579E24.2
8	gene	ENSG00000253734.1	64681988	64698058	+	RP11-579E24.1
8	gene	ENSG00000253231.1	65244484	65244709	+	RP11-32K4.3
8	gene	ENSG00000254377.1	65285885	65296344	+	LINC00966
8	gene	ENSG00000207816.1	65291706	65291814	+	MIR124-2
8	gene	ENSG00000253750.1	65466793	65467032	-	RP11-21C4.4
8	gene	ENSG00000253800.1	65483470	65483889	-	RP11-21C4.5
8	gene	ENSG00000254102.1	65486863	65489820	-	RP11-21C4.1
8	gene	ENSG00000180828.1	65492814	65496181	+	BHLHE22
8	gene	ENSG00000172817.3	65500320	65711318	-	CYP7B1
8	gene	ENSG00000254330.1	65616331	65647016	-	RP11-1D12.1
8	gene	ENSG00000254006.1	65713793	65730130	-	RP11-1D12.2
8	gene	ENSG00000253493.1	65885723	65886083	-	RP11-89A16.1
8	gene	ENSG00000239261.1	66067642	66068013	+	RPL31P41
8	gene	ENSG00000213873.4	66289827	66290346	+	RP11-678D18.1
8	gene	ENSG00000254081.1	66439243	66475015	-	CTD-3025N20.2
8	gene	ENSG00000272010.1	66504085	66504707	-	CTD-3025N20.3
8	gene	ENSG00000200714.1	66504966	66505055	+	Y_RNA
8	gene	ENSG00000104442.5	66514694	66546442	-	ARMC1
8	gene	ENSG00000066855.11	66556969	66683496	+	MTFR1
8	gene	ENSG00000272155.1	66626569	66627013	-	RP11-707M3.3
8	gene	ENSG00000205268.6	66629745	66754557	-	PDE7A
8	gene	ENSG00000272192.1	66754987	66755566	+	CTD-2532N20.1
8	gene	ENSG00000147570.5	66933795	67012751	+	DNAJC5B
8	gene	ENSG00000253190.2	67024902	67027440	+	AC084082.3
8	gene	ENSG00000147573.12	67039131	67087720	+	TRIM55
8	gene	ENSG00000147571.3	67088620	67090960	-	CRH
8	gene	ENSG00000253138.1	67104328	67109550	+	LINC00967
8	gene	ENSG00000246145.1	67331824	67341212	-	RP11-346I3.4
8	gene	ENSG00000179041.2	67341263	67342966	+	RRS1
8	gene	ENSG00000147576.11	67344718	67383675	+	ADHFE1
8	gene	ENSG00000169085.7	67372238	67430759	+	C8orf46
8	gene	ENSG00000253623.1	67392883	67393721	+	RP11-346I3.2
8	gene	ENSG00000206949.1	67413440	67413546	-	RNU6-1324P
8	gene	ENSG00000185697.12	67474410	67525529	-	MYBL1
8	gene	ENSG00000175073.7	67540722	67579452	-	VCPIP1
8	gene	ENSG00000201365.1	67565704	67565811	+	Y_RNA
8	gene	ENSG00000213865.3	67579850	67597799	+	C8orf44
8	gene	ENSG00000104205.8	67624653	67774257	+	SGK3
8	gene	ENSG00000213005.2	67679632	67680240	-	PTTG3P
8	gene	ENSG00000178460.13	67782984	67833918	+	MCMDC2
8	gene	ENSG00000245910.4	67834284	67838633	-	SNHG6
8	gene	ENSG00000261787.1	67858736	67874825	-	TCF24
8	gene	ENSG00000178125.10	67876334	67940796	-	PPP1R42
8	gene	ENSG00000253223.1	67896370	67898422	-	RP11-409C19.2
8	gene	ENSG00000121022.9	67955314	67996018	-	COPS5
8	gene	ENSG00000266491.1	67971141	67971238	+	AC109335.1
8	gene	ENSG00000104218.9	67974661	68108498	+	CSPP1
8	gene	ENSG00000252637.1	68011537	68011660	+	RNA5SP268
8	gene	ENSG00000250869.1	68045789	68048146	-	RP11-453N18.1
8	gene	ENSG00000066777.4	68085747	68255912	-	ARFGEF1
8	gene	ENSG00000271966.1	68256210	68257322	+	RP11-7F18.2
8	gene	ENSG00000241961.1	68318750	68319307	+	RP11-7F18.1
8	gene	ENSG00000165078.7	68334360	68658620	-	CPA6
8	gene	ENSG00000254253.1	68481651	68482313	+	RP11-343B22.2
8	gene	ENSG00000221660.1	68623867	68623958	+	AC022861.1
8	gene	ENSG00000255130.1	68644822	68647900	+	RP11-396J6.1
8	gene	ENSG00000255531.1	68761279	68761573	+	NDUFS5P6
8	gene	ENSG00000046889.14	68864353	69149265	+	PREX2
8	gene	ENSG00000255206.1	68994439	69007316	-	RP11-403D15.2
8	gene	ENSG00000254051.1	69089003	69089456	+	RP11-403D15.1
8	gene	ENSG00000252210.1	69135553	69135637	-	Y_RNA
8	gene	ENSG00000253964.1	69205681	69206053	-	RPL31P40
8	gene	ENSG00000248801.3	69215703	69243726	-	RP11-664D7.4
8	gene	ENSG00000165084.11	69242957	69731257	+	C8orf34
8	gene	ENSG00000236191.3	69437752	69438141	-	RPS15AP25
8	gene	ENSG00000239184.1	69607878	69608014	+	RNA5SP269
8	gene	ENSG00000254337.1	69760977	69764998	-	RP11-865I6.2
8	gene	ENSG00000253658.1	69824038	70016425	-	RP11-600K15.1
8	gene	ENSG00000238808.1	70022748	70022809	-	RNU7-102P
8	gene	ENSG00000254332.1	70041833	70042580	+	GS1-44D20.1
8	gene	ENSG00000253373.1	70087814	70090424	-	RP11-21C17.1
8	gene	ENSG00000253479.1	70337270	70360479	-	RP11-744J10.3
8	gene	ENSG00000253216.1	70358292	70358495	+	RP11-744J10.2
8	gene	ENSG00000137573.9	70378859	70573150	+	SULF1
8	gene	ENSG00000137571.6	70579282	70747299	-	SLCO5A1
8	gene	ENSG00000222889.1	70612459	70612730	+	RN7SKP29
8	gene	ENSG00000254557.1	70625625	70631957	+	RP11-102F4.2
8	gene	ENSG00000271113.1	70706297	70706969	+	RP11-159H10.4
8	gene	ENSG00000246528.3	70746346	70767206	+	RP11-159H10.3
8	gene	ENSG00000255107.1	70771499	70772775	-	RP11-159H10.1
8	gene	ENSG00000239580.2	70834989	70835281	-	RN7SL675P
8	gene	ENSG00000223293.1	70842140	70842257	+	RNA5SP270
8	gene	ENSG00000269197.1	70850403	70850635	+	AC090574.1
8	gene	ENSG00000247570.2	70855183	70856883	+	SDCBPP2
8	gene	ENSG00000253721.1	70899650	70899932	-	RP11-449M6.2
8	gene	ENSG00000147596.3	70963886	70983928	-	PRDM14
8	gene	ENSG00000212473.1	70990141	70990267	-	RNU1-101P
8	gene	ENSG00000253173.2	71016028	71016414	-	RP11-152C15.1
8	gene	ENSG00000140396.8	71021997	71316040	-	NCOA2
8	gene	ENSG00000213003.2	71185604	71186072	+	BTF3P12
8	gene	ENSG00000207036.1	71269582	71269683	+	Y_RNA
8	gene	ENSG00000241204.1	71336360	71336811	-	RP11-333A23.1
8	gene	ENSG00000253143.2	71383347	71392858	-	Metazoa_SRP
8	gene	ENSG00000253967.1	71383380	71397922	+	RP11-333A23.4
8	gene	ENSG00000241105.1	71418486	71419053	-	RP11-333A23.2
8	gene	ENSG00000067167.3	71485677	71520622	-	TRAM1
8	gene	ENSG00000238450.1	71516767	71516872	+	snoU13
8	gene	ENSG00000246366.2	71520812	71575514	+	RP11-382J12.1
8	gene	ENSG00000147592.4	71547553	71581409	-	LACTB2
8	gene	ENSG00000243532.2	71566815	71567118	-	RN7SL19P
8	gene	ENSG00000221947.3	71581600	71702606	+	XKR9
8	gene	ENSG00000223220.1	71693149	71693243	-	Y_RNA
8	gene	ENSG00000254031.1	72067692	72116458	+	RP11-326E22.1
8	gene	ENSG00000104313.13	72109668	72274467	-	EYA1
8	gene	ENSG00000253379.1	72315675	72504260	-	RP11-1102P16.1
8	gene	ENSG00000253124.1	72361046	72361454	-	TRAPPC2P2
8	gene	ENSG00000221446.1	72361930	72362043	+	AC099805.1
8	gene	ENSG00000254277.1	72587535	72615021	+	RP11-1144P22.1
8	gene	ENSG00000253287.1	72691840	72705110	-	RP11-281N10.1
8	gene	ENSG00000200191.1	72727729	72727860	-	U8
8	gene	ENSG00000235531.5	72740402	73030628	+	RP11-383H13.1
8	gene	ENSG00000264576.1	72744839	72744923	-	AC104012.1
8	gene	ENSG00000178860.8	72753784	72756703	-	MSC
8	gene	ENSG00000241942.2	72808226	72808565	+	RPS20P20
8	gene	ENSG00000104321.6	72932152	72987852	-	TRPA1
8	gene	ENSG00000253317.1	73108569	73114504	+	RP11-142A23.1
8	gene	ENSG00000250979.1	73114986	73163800	-	RP11-656G20.1
8	gene	ENSG00000252509.1	73269963	73270050	+	RNA5SP271
8	gene	ENSG00000212989.2	73341855	73342347	+	RP11-351E7.2
8	gene	ENSG00000254347.1	73374546	73383207	+	RP11-351E7.1
8	gene	ENSG00000182674.5	73449626	73850584	+	KCNB2
8	gene	ENSG00000253226.1	73530957	73531618	-	HAUS1P3
8	gene	ENSG00000253726.1	73644280	73664078	+	RP11-313C15.1
8	gene	ENSG00000253784.1	73787094	73793975	-	RP11-1145L24.1
8	gene	ENSG00000260838.2	73859385	73862680	+	RP11-531A24.3
8	gene	ENSG00000147601.9	73921099	73960357	+	TERF1
8	gene	ENSG00000222488.1	73931180	73931279	-	RNU6-285P
8	gene	ENSG00000272254.1	73955145	73955581	-	RP11-531A24.7
8	gene	ENSG00000253636.1	73964413	73975296	+	RP11-531A24.5
8	gene	ENSG00000164764.10	73976775	74036323	-	SBSPON
8	gene	ENSG00000237061.1	73996022	73998114	-	RP11-956J14.1
8	gene	ENSG00000253564.1	74128164	74128862	-	RP11-956J14.2
8	gene	ENSG00000254213.2	74189599	74190281	-	RP11-434I12.5
8	gene	ENSG00000147604.9	74202506	74208024	-	RPL7
8	gene	ENSG00000121039.5	74206847	74237516	+	RDH10
8	gene	ENSG00000250295.2	74209946	74268696	-	RP11-434I12.2
8	gene	ENSG00000253339.1	74271148	74275023	+	RP11-434I12.3
8	gene	ENSG00000253235.1	74281005	74281530	-	RP11-434I12.4
8	gene	ENSG00000253302.1	74332239	74353761	+	STAU2-AS1
8	gene	ENSG00000040341.13	74332604	74659943	-	STAU2
8	gene	ENSG00000254273.1	74423511	74423889	-	RP11-181D18.4
8	gene	ENSG00000253383.1	74502809	74503118	+	RP11-116B19.2
8	gene	ENSG00000254105.1	74563524	74563837	+	VENTXP6
8	gene	ENSG00000254538.1	74582676	74645132	+	RP11-463D19.1
8	gene	ENSG00000104343.15	74692332	74791145	-	UBE2W
8	gene	ENSG00000253273.2	74743378	74744182	+	RP11-99A14.1
8	gene	ENSG00000272469.1	74746010	74746277	-	Metazoa_SRP
8	gene	ENSG00000251633.3	74817592	74827245	-	GYG1P1
8	gene	ENSG00000154582.12	74851404	74884522	-	TCEB1
8	gene	ENSG00000175606.6	74884672	74895018	+	TMEM70
8	gene	ENSG00000202220.1	74892019	74892112	-	Y_RNA
8	gene	ENSG00000253833.1	74896728	74897118	+	RP11-367E12.4
8	gene	ENSG00000154589.2	74903587	74941322	+	LY96
8	gene	ENSG00000212348.1	74960912	74961019	+	RNU6-1300P
8	gene	ENSG00000254288.1	74964575	75012088	+	RP11-6I2.3
8	gene	ENSG00000240047.2	74968117	74968882	+	RPS3AP32
8	gene	ENSG00000212485.1	74991772	74991878	+	RNU6-1197P
8	gene	ENSG00000253115.1	75015751	75018979	+	RP11-6I2.4
8	gene	ENSG00000253983.2	75111631	75120676	+	RP1-16A9.1
8	gene	ENSG00000104369.4	75146935	75233563	-	JPH1
8	gene	ENSG00000104381.8	75233749	75401107	+	GDAP1
8	gene	ENSG00000253596.1	75259992	75262285	-	CTD-2320G14.2
8	gene	ENSG00000207417.1	75288922	75289028	+	Y_RNA
8	gene	ENSG00000266502.1	75460778	75460852	+	MIR5681A
8	gene	ENSG00000254349.1	75512010	75735548	+	RP11-758M4.1
8	gene	ENSG00000253341.1	75515479	75516479	-	RP11-730G20.2
8	gene	ENSG00000254080.1	75521933	75545555	-	RP11-730G20.1
8	gene	ENSG00000253706.1	75711019	75779174	-	RP11-758M4.4
8	gene	ENSG00000253777.1	75716522	75717046	-	RP11-758M4.3
8	gene	ENSG00000137558.3	75736772	75767264	+	PI15
8	gene	ENSG00000254043.1	75803386	75808537	-	RP11-3N13.2
8	gene	ENSG00000121005.4	75896750	75946793	+	CRISPLD1
8	gene	ENSG00000254238.1	75938663	75941621	-	RP11-300E4.2
8	gene	ENSG00000253712.1	76079939	76088891	-	RP11-697M17.2
8	gene	ENSG00000249395.2	76135639	76236976	-	CASC9
8	gene	ENSG00000253229.1	76214531	76214809	+	HIGD1AP6
8	gene	ENSG00000254023.1	76288944	76289249	+	PKMP4
8	gene	ENSG00000164749.7	76320149	76479078	+	HNF4G
8	gene	ENSG00000221029.1	76698600	76698695	-	AC016194.1
8	gene	ENSG00000238595.1	76805035	76805139	-	snoU13
8	gene	ENSG00000222231.1	77177778	77177967	-	RNU2-54P
8	gene	ENSG00000254300.1	77318889	77436591	+	RP11-706J10.1
8	gene	ENSG00000253661.1	77403435	77595513	-	ZFHX4-AS1
8	gene	ENSG00000253681.1	77488786	77491580	-	RP11-115I9.1
8	gene	ENSG00000254305.1	77515475	77516087	-	MRPL9P1
8	gene	ENSG00000091656.11	77593454	77779521	+	ZFHX4
8	gene	ENSG00000253416.1	77816827	77825635	+	RP11-48D4.2
8	gene	ENSG00000266712.1	77879004	77879086	-	hsa-mir-3149
8	gene	ENSG00000164751.10	77892494	77913280	-	PEX2
8	gene	ENSG00000253952.1	77925987	77926264	-	HIGD1AP18
8	gene	ENSG00000222334.3	78199052	78199131	+	AC105242.1
8	gene	ENSG00000254366.2	78311308	78449526	+	RP11-38H17.1
8	gene	ENSG00000254001.1	79060336	79066148	+	RP11-91P17.1
8	gene	ENSG00000252935.1	79310750	79310857	-	RNU6-1220P
8	gene	ENSG00000254266.1	79338338	79470738	-	RP11-594N15.2
8	gene	ENSG00000171033.8	79428374	79517502	+	PKIA
8	gene	ENSG00000260398.1	79518187	79521940	+	RP11-594N15.3
8	gene	ENSG00000104427.7	79578282	79632000	+	ZC2HC1A
8	gene	ENSG00000104432.8	79587978	79717758	-	IL7
8	gene	ENSG00000254352.1	79636031	79636371	-	RP11-578O24.2
8	gene	ENSG00000253919.1	79672377	79674666	-	PRKRIRP7
